DatePosted,Title,Seller Type,Price,Car Make,Car Model,Car Variant,Condition,Year Manufactured,Transmission,Engine Capacity,Body Type,Location,Warranty,Mileage,Colour Type,Colour,text
9/17/2023,"40 UNIT VOXY X ZS KIRAMIKI 2 GR SPORT,UNREG 2019 YEAR Toyota Voxy 2.0 ZS Kirameki 2,8 SEATER",Dealer,148000,Toyota,Voxy,2.0 ZS Kirameki,Recond,2019,Automatic,2.0L,MPV,Kuala Lumpur,1 Year Warranty,"15,000 - 19,999 km",Metallic,Black,"40 UNIT VOXY X ZS KIRAMIKI 2 GR SPORT,UNREG 2019 YEAR Toyota Voxy 2.0 ZS Kirameki 2,8 SEATER  STOCK : 3398  CONTACT :    Show Phone Number   Ms  NEW STOCK  UNREGISTER 2019 (LOCAL AP)  TOYOTA VOXY 2.0 ZS KIRAMEKI 2  Car Specification :  * Black Colour Exterior  * Black Colour Interior  * 8 Seater  * Rear Digital Aircond Control Panel  * Roof Monitor  * 2 Power Door  * Pre-crash Safety brake Sensor  * Lane Keeping Assist  * Auto Hold  * Eco Mode  * Multi-function Steering  * Daytime Running Light  * Fog Lamp  * Sport Rims (Spare Tyre)  We Check , We Services , We Test , Before We Sell.  Required Documents:  INDIVIDUAL : IC / DRIVE LESEN / 3 MONTHS PAYSHIP / 3 MONTHS BANK STATEMENT / EPF / INCOME TAX 2022  COMPANY :DIRECTOR IC / DIRECTOR DRIVE LESEN / COMPANY SSM / 6 MONTHS COMPANY BANK STATEMENT/ INCOME TAX 2022"
8/22/2023,2015 Perodua Axia 1.0 SE,Direct Owner,23000,Perodua,Axia,1.0 SE,Used,2015,Automatic,1.0L,Hatchback,Selangor,No Warranty,"55,000 - 59,999 km",Metallic,Blue / Purple,2015 Perodua Axia 1.0 SE  - Accident Free  - Low Mileage  - Well Maintained  - Non-smoker
8/22/2023,2023 Toyota Vios 1.5 G,Dealer,89000,Toyota,Vios,1.5 G,New,2023,Automatic,1.5L,Sedan,Selangor,5 Years Warranty,,,,"2023 Toyota Vios 1.5 G  Year end promotion 2023 stock  Rebate More Than RM5000  High Trade In  Low interest rate..fast approval  Engine1.5L Petrol Engine, In-line 4 Cylinder 16 Valve DOHC  7 speed  Tyre Size205/50 R17  Front & Rear Ventilated Disc Brake  Electronic Parking Brake  Paddle Shifter  Automatic Climate Control  Rear A/C Vent  Engine Start/Stop Button  Drive Mode Eco, Normal, Power  Central Console Armrest  Bottle Holder Front & Rear  Cup Holders  Keyless Entry  Adaptive Cruise Control  Power Windows Front  Vanity Mirror  Follow Me Home Headlamps  Wireless Charger  Display Size 9 Inch  Apple Carplay/Android Auto  USB & Auxiliary Input  Advance Safety FeaturePre-collision System, Lane Departure Prevention, Front Departure Alert  Anti-Lock Braking System  Brake Assist  Vehicle Stability Control System  Traction Control  Child Safety Locks  ISOFIX Child Seat Mounts  Day & Night Rear View Mirror Auto Dimming  Dash Camera Recorder  Front Parking Sensors  Rear Parking Sensors  Rear Camera  360 Camera  Emergency Stop Signal  Electric Parking Brake  Blind Spot monitor  Lane Departure Warning  Rear Cross Traffic Alert  Low Monthly Installment Pakage RM688/RM734  High Trade In  Free Car Accessories Over RM5000  Kindly Book Through Sales Consultant  Alvin Pang  012 9198989  Whatsapp  012 9198989"
8/22/2023,2023 Toyota Vellfire 2.5,Dealer,382000,Toyota,Vellfire,2.5,New,2023,Automatic,2.5L,MPV,Selangor,5 Years Warranty,,,,"2023 Toyota Vellfire 2.5  Engine  2.5L Petrol Engine, In-line 4 Cylinder 16 Valve DOHC  Fuel Type Petrol  Engine Displacement 2494 cc  Power 178 hp  Torque 235 Nm  Front Suspension MacPherson Strut  Rear Suspension Double Wishbone  Transmission Type CVT  Alloy Wheel Size 18 Inch  Tyre Size 235/50 R18  Air Conditioner Automatic Climate Control  Air Quality Control  Rear A/C Vents  Heater  Accessory Power Outlet  Engine Start/Stop Button  Central Console Armrest  Bottle Holder  Keyless Entry  Cruise Control  Rear Reading Lamp  Vanity Mirror  Trunk Light  Additional Features  Apple CarPlay & Android Auto  Digital Odometer  Tacho Meter  Electronic Multi Tripmeter  Superior Pilot Seat  Advance Safety Feature  Lane Departure Alert, Hill Start Assist, Blind Spot Monitor, Lane Trace Assist, Pre Collision Alert  Crash Sensor  Driver Airbag  Passenger Airbag  Door Ajar Warning Child Safety Locks  Day & Night Rear View Mirror  Rear Camera  Front Impact Beams  Side Impact Beams  Central Locking  Power Door Locks  Anti Theft Device  Anti-Theft Alarm  Engine Immobilizer  5 YEARS UNLIMITED MILEAGE WARRANTY  Sales Advisor  Alvin Pang  Show Phone Number    Show Phone Number   Whatsapp  Show Phone Number    Show Phone Number"
8/21/2023,2003 Proton Wira 1.3 (M) Manual Jualan Murah,Dealer,2500,Proton,Wira,1.3 (M),Used,2003,Manual,1.3L,Sedan,Selangor,No Warranty,"250,000 - 299,999 km",Metallic,Yellow / Gold,"2003 Proton Wira 1.3 (M) Manual Jualan Murah  Masih boleh pakai, Bagus untuk berniaga. Kalau nak tenggok kereta boleh contact 017-649 5751"
8/21/2023,"2023 Proton Saga 1.3 Standard (A) READY STOCK , BEST DEAL",Dealer,38800,Proton,Saga,Standard AT,New,2023,Automatic,1.3L,Sedan,Perak,5 Years Warranty,,,,"2023 Proton Saga 1.3 Standard (A) READY STOCK , BEST DEAL  ASSALAMUALAIKUM dan SELAMAT SEJAHTERA  **** PUSAT JUALAN ONLINE PROTON****  !! HUBUNGI SAYA SEKARANG UTK TEMPAHAN!!  !! HUBUNGI SAYA SEKARANG UTK TEMPAHAN!!  !! HUBUNGI SAYA SEKARANG UTK TEMPAHAN!!  ***HARGA TIDAK TERMASUK INSURANS!!! ***  2023 Proton Saga Standard AT â RM38,800  5-YEARS VEHICLE WARRANTY or 150,000 KM  3 TIMES FREE LABOUR SERVICE  Mechanicals :  1.3 litre VVT DOHC engine  1,332 cc naturally-aspirated four-cylinder petrol  95 PS at 5,750 rpm, 120 Nm at 4,000 rpm  Five-speed manual transmission  Ventilated brake discs (front), drums (rear)  Four-speed automatic transmission  Exterior :  Halogen reflector headlights  14-inch alloy wheels with 175/65-section tyres  Power-adjustable door mirrors with manual fold  Wing mirror turn signals  Bee sting antenna  Remote trunk release  Interior :  New centre console, new AC control panel  Urethane steering wheel, tilt adjustable  LCD multi-info display  ECO drive assist light  Power windows  Black fabric seats with manual adjustment  Folding rear bench  Manual air-con with N95 cabin filter  Radio with Bluetooth connectivity  Two speakers  One front USB port  One 12V power socket  Two rear USB ports  Safety :  Dual airbags  ABS with EBD and brake assist  Rear ISOFIX child seat anchors  Rear parking sensors Electronic stability control  Traction control  Hill hold assist  Colours :  1. ROSEWOOD MAROON  2. JET GREY  3. ARMOUR SILVER  4. SNOW WHITE  Selling Price - RM38,800  Insurance - RM1,213  10% Downpayment - RM4,013  90% Loan - RM36,000  9 Tahun - RM427  Full Loan - RM40,000  9 Tahun - RM474  -READY STOCK  -HIGH TRADE-IN  -INTEREST RENDAH  -KELULUSAN SECEPAT 24 JAM  -TIADA BAYARAN TERSEMBUNYI  -FULL LOAN BOLEH DIURUSKAN  -FREE GIFT BANYAK  *Antara FREE GIFT yang menarik menanti anda :  -FREE petrol  -FREE wireless headset  -FREE tinted voucher  -FREE roadtax holder  -FREE air refreshener  -FREE umbrella  -FREE anti slip dash mat  -FREE sun shade  -FREE mutifunctional phone holder  -FREE handphone charger  -FREE bag  -FREE towel  -FREE pen  Untuk permohonan pinjaman melalui pihak  bank memerlukan dokumen-dokumen seperti  berikut :  Dokumen Untuk Individu :  1- Salinan Kad Pengenalan  2- Salinan Lesen Memandu  3- Slip Gaji 3 Bulan  4- Penyata Bank 3 Bulan  5- Penyata KWSP  Dokumen Untuk Syarikat :  1- Salinan Kad Pengenalan Director  2- Salinan Lesen Memandu Director  3- Borang 9,24,49  4- M&A  5- Resolusi Syarikat  6- Penyata Bank 6 bulan  Dokumen Untuk Skim Graduan :  1- Salinan Kad Pengenalan  2- Salinan Lesen Memandu  3- Transkrip Diploma/Ijazah  4- Surat Tawaran Kerja  ANDA harus MEMBELI dengan saya ???  1. Berpengalaman luas didalam bidang  JUAL-BELI kenderaan  2. Perkhidmatan & layanan yang PANTAS & MESRA  3. TIADA sebarang rekod buruk dengan PELANGGAN  4. Servis AFTER SALES  5. BERUSAHA bersungguh-sungguh untuk meluluskan LOAN anda  6. CONNECTION yang KUAT dengan pihak bank  7. PELANGGAN mesti BERPUAS HATI dan GEMBIRA  Untuk keterangan lanjut sila hubungi :  KHAIRI (Sales Advisor)  H/P : 019 363 6677 (Call @ Whatsapp)  Email :   [email�protected]  Please Call @ Whatsapp (24 Hours On Call)  KHAIRI 019 363 6677  KHAIRI 019 363 6677  Terima Kasih  *Terms and Conditions Apply"
8/21/2023,"2023 Proton X90 1.5 PREMIUM (A) READY STOCK , BEST DEAL",Dealer,144800,Proton,X90,1.5 BSG,New,2023,Automatic,"1,500.0L",SUV,Perak,5 Years Warranty,,,,"2023 Proton X90 1.5 PREMIUM (A) READY STOCK , BEST DEAL  ASSALAMUALAIKUM dan SELAMAT SEJAHTERA  **** PUSAT JUALAN ONLINE PROTON****  5 YEARS VEHICLE WARRANTY WITH UNLIMITED MILEAGE  5 YEARS DATA PACKAGE OF 1GB PER MONTH  3 TIMES FREE LABOUR SERVICE  ***HARGA TIDAK TERMASUK INSURANS!!! ***  2023 Proton X90 PREMIUM (A) - RM144,800  4 VARIAN, 1 TRENKUASA  * Enjin : 1.5L TGDi 48V Mild-Hybrid  * 177ps dan 255Nm  * Transmisi : 7-speed Dual Clutch Transmission (DCT)  *  SPESIFIKASI  Standard  * Enjin 1.5 TGDi dengan sistem hibrid ringan (MHEV)  * Transmisi dual-klac (DCT) 7-kelajuan  * Lampu LED penuh  * Rim aloi 18 inci  * Kerusi fabrik  * Unit infotainmen 12.3 inci  * Kamera undur  * Pilihan warna: Snow White (putih), Armor Silver (perak) dan Jet Grey (kelabu)  Executive (naik taraf daripada Standard)  * Sistem Pemantauan Tekanan Tayar  * Pintu but kuasa  * Tempat duduk kulit tiruan  * Kerusi pemandu jenis elektrik  * Tempat duduk depan dengan fungsi ventilator  * Kamera 360ÃÂÃÂÃÂÃÂº dengan paparan 3D  * Pilihan warna tambahan: Cinnamon Brown (coklat) dan Red Ruby (merah)  Premium (naik taraf daripada Executive)  * Ada Sistem Bantuan Pemandu Termaju (ADAS).  * Rim aloi 19 inci  * Kerusi kulit Nappa  * Kerusi penumpang depan jenis elektrik  * Pengecas wayarles  * Bantuan Pakir Automatik (APA)  * Pilihan warna tambahan: Marine Blue (biru)  Flagship (naik taraf daripada Premium)  * Bumbung suria panoramik  * Kerusi penumpang depan dengan suis 'bos'  * Kerusi kapten di tempat duduk baris kedua  Colours :  1. Marine Blue  2. Ruby Red  3. Cinnamon Brown  4. Jet Grey  5. Armour Silver  6. Snow White  -READY STOCK  -HIGH TRADE-IN  -INTEREST RENDAH  -KELULUSAN SECEPAT 24 JAM  -TIADA BAYARAN TERSEMBUNYI  -FULL LOAN BOLEH DIURUSKAN  -FREE GIFT BANYAK  Untuk permohonan pinjaman melalui pihak  bank memerlukan dokumen-dokumen seperti  berikut :  Dokumen Untuk Individu :  Salinan Kad Pengenalan  Salinan Lesen Memandu  Slip Gaji 3 Bulan  Penyata Bank 3 Bulan  Penyata KWSP  Dokumen Untuk Syarikat :  Salinan Kad Pengenalan Director  Salinan Lesen Memandu Director  Borang 9,24,49  M&A  Resolusi Syarikat  Penyata Bank 6 bulan  Dokumen Untuk Skim Graduan :  Salinan Kad Pengenalan  Salinan Lesen Memandu  Transkrip Diploma/Ijazah  Surat Tawaran Kerja  ANDA harus MEMBELI dengan saya ???  1. Berpengalaman luas didalam bidang  JUAL-BELI kenderaan  2. Perkhidmatan & layanan yang PANTAS & MESRA  3. TIADA sebarang rekod buruk dengan PELANGGAN  4. Servis AFTER SALES  5. BERUSAHA bersungguh-sungguh untuk meluluskan LOAN anda  6. CONNECTION yang KUAT dengan pihak bank  7. PELANGGAN mesti BERPUAS HATI dan GEMBIRA  Untuk keterangan lanjut sila hubungi :  KHAIRI (Sales Advisor)  H/P : 019 363 6677 (Call @ Whatsapp)  Email :   [email�protected]  Please Call @ Whatsapp (24 Hours On Call)  KHAIRI 019 363 6677  KHAIRI 019 363 6677  Terima Kasih  *Terms and Conditions Apply"
8/21/2023,"2023 Proton X50 1.5 EXECUTIVE (A) READY STOCK , BEST OFFER",Dealer,93300,Proton,X50,1.5T Executive,New,2023,Automatic,1.5L,SUV,Perak,5 Years Warranty,,,,"2023 Proton X50 1.5 EXECUTIVE (A) READY STOCK , BEST OFFER  ASSALAMUALAIKUM dan SELAMAT SEJAHTERA  **** PUSAT JUALAN ONLINE PROTON****  5-YEARS VEHICLE WARRANTY WITH UNLIMITED MILEAGE  5-YEARS DATA PACKAGE OF 1GB PER MONTH  3 TIMES FREE LABOUR SERVICE  ***HARGA TIDAK TERMASUK INSURANS!!! ***  2023 Proton X50 Executive 2WD (A) - RM93,300  Mechanicals :  1.5T PFI 1.5 litre engine  1,477 cc multi-point injection, turbocharged three-cylinder  150 PS at 5,500 rpm  226 Nm from 1,500 to 4,000 rpm  Seven-speed wet dual-clutch automatic transmission with manual mode (no paddle shifters)  6.5 litres per 100 km fuel consumption  Three drive modes (Normal, Eco and Sport)  Front-wheel drive  Ventilated brake discs (front), solid discs (rear)  Electronic parking brake with auto brake hold function  MacPherson strut (front), torsion beam (rear) suspension  45 litre fuel tank capacity  1,345 kg kerb weight  Exterior :  17-inch silver alloy wheels with 215/60-profile tyres  LED projector headlamps-LED daytime running lights  LED tail lights  Gloss black grille with red outline  Front lower splitter with carbon-fibre print  Rear spoiler  Quad-exhaust pipes, rear diffuser with carbon-fibre print  Automatic headlamps  Front LED fog lamps  Interior :  Grey headliner  Manual front seat adjustment  Manual air-conditioning  Urethane steering wheel with control switches  Standard meter instrument cluster  Cruise control with speed limiter  Keyless entry, push-button start  Remote engine start  Rear air-con vents  8.0-inch touchscreen infotainment system with GKUI 19  Voice command, navigation, online weather foreceast/ Joox music streaming  4G and WiFi, smartphone and Bluetooth connectivity  Four loudspeakers  Three USB ports (one data, two charging)  N95 cabin filter  330 litres boot space  Black faux leather upholstery with grey contrast stitching  Leather-wrapped steering wheel with function control switches  Safety :  Electronic stability control (ESC) and traction control  ABS, EBD, brake assist  Hill hold assist  Hill descent control  Reverse camera  Four rear parking sensors  Six airbags (front, side, curtain)  Two front parking sensors  Colours :  Snow White  Armour Silver  Ocean Blue  Jet Grey  Citric Orange  -READY STOCK  -HIGH TRADE-IN  -INTEREST RENDAH  -KELULUSAN SECEPAT 24 JAM  -TIADA BAYARAN TERSEMBUNYI  -FULL LOAN BOLEH DIURUSKAN  -FREE GIFT BANYAK  *Antara FREE GIFT yang menarik menanti anda :  -FREE petrol  -FREE wireless headset  -FREE tinted voucher  -FREE roadtax holder  -FREE air refreshener  -FREE umbrella  -FREE anti slip dash mat  -FREE sun shade  -FREE mutifunctional phone holder  -FREE handphone charger  -FREE bag  -FREE towel  -FREE pen  Untuk permohonan pinjaman melalui pihak  bank memerlukan dokumen-dokumen seperti  berikut :  Dokumen Untuk Individu :  -Salinan Kad Pengenalan  -Salinan Lesen Memandu  -Slip Gaji 3 Bulan  -Penyata Bank 3 Bulan  -Penyata KWSP  Dokumen Untuk Syarikat :  -Salinan Kad Pengenalan Director  -Salinan Lesen Memandu Director  -Borang 9,24,49  -M&A  -Resolusi Syarikat  -Penyata Bank 6 bulan  Dokumen Untuk Skim Graduan :  -Salinan Kad Pengenalan  -Salinan Lesen Memandu  -Transkrip Diploma/Ijazah  -Surat Tawaran Kerja  ANDA harus MEMBELI dengan saya ???  1. Berpengalaman luas didalam bidang  JUAL-BELI kenderaan  2. Perkhidmatan & layanan yang PANTAS & MESRA  3. TIADA sebarang rekod buruk dengan PELANGGAN  4. Servis AFTER SALES  5. BERUSAHA bersungguh-sungguh untuk meluluskan LOAN anda  6. CONNECTION yang KUAT dengan pihak bank  7. PELANGGAN mesti BERPUAS HATI dan GEMBIRA  Untuk keterangan lanjut sila hubungi :  KHAIRI (Sales Advisor)  H/P : 019 363 6677 (Call @ WhatsApp)  Email :   [email�protected]  Please Call @ WhatsApp (24 Hours On Call)  KHAIRI 019 363 6677  KHAIRI 019 363 6677  Terima Kasih  *Terms and Conditions Apply"
8/21/2023,2019 MERCEDES BENZ C180 AVANTGARDE NFL 5yrs Warranty Unlimited Mileage,Dealer,176800,Mercedes-Benz,C-Class,C180 Avantgarde,Recond,2019,Automatic,1.6L,Sedan,Selangor,5 Years Warranty,"20,000 - 24,999 km",Metallic,White,"2019 MERCEDES BENZ C180 AVANTGARDE NFL 5yrs Warranty Unlimited Mileage  ALL MAJOR PARTS  5 Years Warranty  5 Years Unlimited Mileage & Claim  Open Service / Open Workshop  .  ASSALAMUALAIKUM & SALAM HORMAT  Saya Ridzuan merupakan jurujual rasmi kepada AutoMart Glenmarie.  Sebuah syarikat Pengimport kenderaan baru & terpakai dari JEPUN & UK.  .  #PROMOTION  Model: MERCEDES BENZ C180 Avantgarde New Facelift  Year: 2018 (unregistered) Japan Spec  Comes with 5 Years Warranty (Unlimited Mileage & Unlimited Claim)  Promo Price: RM 176,800.00  Contact:    Show Phone Number   .  #ENGINE  1.6L / 4 Cylinder / 16 Valve  Turbocharge CGI  9G-Tronic Plus Automatic Transmission  156hp & 250Nm Torque  0 - 100kmh in 8.2 sec  225kmh Top Speed  Fuel Consumption 5.4L / 100km  Fuel Tank 66 Litres  Contact:    Show Phone Number   .  #SPECIFICATION  Avantgarde New Facelift  New LED High Performance Headlight  Black Interior  DYNAMIC SELECT  Lane Keep Assist  Blind Spot Assist  Distronic Plus  Pre Save Brake  ParkTronic  HD Back Camera  Park Assist  Adaptive Brake Light  Collision Prevention Assist  Tyre Pressure Monitor  Full Leather Multifunction Steering Wheel  Digital Aircond System  Auto Start-Stop Engine  Paddle Shifter  Cruise Control  Variable Driving Mode  Half Leather Seat  2 Electric Seat  2 Memory Seats  5 Seater  480 Litres Boot Space  Keyless Entry  Push Start Button  17"" Inch Original Sports Rim  .  Original Paint  Perfect Car Condition  Guarantee Worth To Buy  Genuine & Trusted AP Holder  Certified PEKEMA Member  Our AP Accepted By Any Bank  High Loan with Low Interest Rate  High Trade in Value  100% Follow Procedure  .  #FREE  Full Service before Delivery  Interior & Exterior Cleaning  Polish & Wax  Anti Rust  5 Years Warranty Provided  .  Contact:    Show Phone Number   .  Best Price In The Market  Fast Loan Approval  Lowest Interest Rate  Max 9 Years Conventional / Islamic Loan  ---------------------------------------------------------------------  VIEW TO BELIEVE  Welcome To Our Showroom  Kindly Call For Appointment  Customer 24seven HOTLINE  Ridzuan:    Show Phone Number   Ridzuan:    Show Phone Number"
8/21/2023,2019 TOYOTA COROLLA SPORT GZ 1.2Turbo 5yrs Warranty Unlimited Mileage,Dealer,137800,Toyota,Corolla,1.2 KE20,Recond,2019,Automatic,1.2L,Hatchback,Selangor,5 Years Warranty,"20,000 - 24,999 km",Metallic,Blue / Purple,"2019 TOYOTA COROLLA SPORT GZ 1.2Turbo 5yrs Warranty Unlimited Mileage  ALL MAJOR PARTS  5 Years Warranty  5 Years Unlimited Mileage / Claim  Open Service / Open Workshop  .  ASSALAMUALAIKUM & SALAM HORMAT  Saya Ridzuan merupakan jurujual rasmi kepada AutoMart Glenmarie.  Sebuah syarikat Pengimport kenderaan baru & terpakai dari JEPUN & UK.  .  #PROMOTION  Model: TOYOTA COROLLA SPORT GZ Full Bodykit  Year: 2019 (unregistered) Japan Spec  Comes with 5 Years Warranty (Unlimited Mileage / Claim)  Promo Price: RM 137,800.00  Contact:    Show Phone Number   .  #ENGINE  1.2L / 4 Cylinder / 16 Valve / Transverse  Turbocharge  CVT with Manual Mode  113hp & 185Nm Torque  0 - 100kmh in 10 sec  200kmh Top Speed  Fuel Consumption 5.6L / 100km  Fuel Tank 50 Litres  Contact:    Show Phone Number   .  #SPECIFICATION  Black Interior  Modellista Bodykit  Semi Bucket Seat  Keyless Entry & Push Start Button  Toyota Safety Sense  Pre Crash System  Steering Assist  Blinding Sport Assist (BSM)  LTA (Lane Tracing Assist)  RSA (Road Sign Assist)  PKSB (Parking Support Brake)  Traction Control  7 SRS Airbags  Blind Spot Assist  HD Front / Back Camera  Full Leather Multifunction Steering Wheel  Paddle Shifter  Electronic Parking Brake  Adaptive Cruise Control  Digital Dual Zone Aircond System  Variable Driving Mode  Automatic LED Headlight  LED Taillight  5 Seater  361 Litres Boot Space  18"" Inch Original Sports Rim  .  Original Paint  Perfect Car Condition  Guarantee Worth To Buy  Genuine & Trusted AP Holder  Certified PEKEMA Member  Our AP Accepted By Any Bank  High Loan with Low Interest Rate  High Trade in Value  100% Follow Procedure  .  #FREE  Full Service before Delivery  Interior & Exterior Cleaning  Polish & Wax  Anti Rust  5 Years Warranty Provided  .  Contact:    Show Phone Number   Mercedes Benz A180 AMG  .  Best Price In The Market  Fast Loan Approval  Lowest Interest Rate  Max 9 Years Conventional / Islamic Loan  ---------------------------------------------------------------------  YouTube: CarWan  TikTok: CarWan  FB Page: CarWan Automart  Call / Whatsapp:    Show Phone Number   ---------------------------------------------------------------------  VIEW TO BELIEVE  Welcome To Our Showroom  Open 7 days a week  Kindly Call For Appointment  Customer 24seven HOTLINE  Ridzuan:    Show Phone Number   Ridzuan:    Show Phone Number"
8/17/2023,2023 Toyota Camry 2.5 V,Dealer,204880,Toyota,Camry,2.5 V,New,2023,Automatic,2.5L,Sedan,Selangor,5 Years Warranty,,,,"2023 Toyota Camry 2.5 V  Year end promotion 2023 stock  Rebate More Than RM15,000  High Trade In  Low interest rate..fast approval  A25A-FKS  4-cylinder, In-line, 16V, DOHC  Displacement	2,487 cc  Maximum Output	209 PS / 6,600 RPM  Maximum Torque	253 Nm / 5,000 RPM  Drive Modes	With (ECO / Normal / Sport)  Direct Shift 8-speed Automatic with Sequential  Automatic Bi-LED Projector with Follow-me-home Function  Daytime Running Lights	LED  Smooth Leather (Black)  Driver Seat	10-way Power Adjustable with 2-position Memory  Front Passenger Seat	8-way Power Adjustable with Shoulder Switch & Collapsible Headrest  Rear Seat	Power Reclining with Centre Armrest Control Panel  Audio System	9"" Display Audio with JBLÃÂÃÂ¢ÃÂÃÂÃÂÃÂ¢ Speakers  Sunshades	Powered Rear Window & Manual Rear Side Windows  Air Conditioning	Tri-zone Automatic Climate Control with Rear Vents  Ambient Lighting  Heads-up Display (HUD)  Steering Wheel Power Adjustable, Leather Wrapped with 2-position Memory  Wireless Charge  Digital Video Recorder  Pre-Crash System (PCS), Lane Tracing Assist (LTA), Dynamic Radar Cruise Control (DRCC), Automatic High Beam (AHB)  SRS Airbags 7 (Front, Front Side, Curtain & Driver Knee)  Traction Control (TRC)  Anti-lock Braking System (ABS)With Electronic Brake-force Distribution (EBD) & Brake Assist (BA)  Hill-start Assist Control (HAC)  Emergency Stop Signal (ESS)  Panoramic View Monitor (PVM)  Blind Spot Monitor (BSM)  Rear Cross Traffic Auto Brake (RCTAB)  Intelligent Clearance Sonar (ICS)	With (Front and Rear)  Electric Parking Brake (EPB)	With Automatic Brake Hold  Tyre Pressure Monitoring System (TPMS)  Vehicle Telematics System (VTS)  ISOFIX	With (Rear Seat)  Windows Tint Toyota Premium Security & Solar Film  Book Yours Today  Call  Alvin Pang 012 9198989  Whatsapp  Alvin Pang 012 9198989"
9/17/2023,"40 UNIT VOXY X ZS KIRAMIKI 2 GR SPORT,RECOND 2019 Toyota Voxy 2.0 ZS GR Sport ALCANTARA SEAT",Dealer,166000,Toyota,Voxy,GS,Recond,2019,Automatic,2.0L,MPV,Kuala Lumpur,1 Year Warranty,"10,000 - 14,999 km",Metallic,Black,"40 UNIT VOXY X ZS KIRAMIKI 2 GR SPORT,RECOND 2019 Toyota Voxy 2.0 ZS GR Sport ALCANTARA SEAT  STOCK : 3392  CONTACT :    Show Phone Number   Ms  NEW STOCK  UNREGISTER 2019 (LOCAL AP)  TOYOTA VOXY 2.0 ZS GR SPORT  Car Specification :  * 7 Seater  * Black Colour Exterior  * Black Colour Interior  * GR Sport BUMPER  * GR SPORT Alcantara Seat  * GR SPORT Sport Optitron Meter Panel  * GR SPORT Carpet  * GR SPORT Caliper  * GR SPORT Sport Rims  * GR SPORT Push Start Button  * 1 Power Door  * Rear Digital Control Aircond Panel  * Pre-crash Safety brake Sensor  * Lane Keeping Assist  * Auto Hold  * Eco Mode  * Multi-function Steering  * Cruiser Control  * Daytime Running Light (LED BEAM)  * Fog Lamp  * Sport Rims  We Check , We Services , We Test , Before We Sell.  Required Documents:  INDIVIDUAL :IC / DRIVE LESEN / 3 MONTHS PAYSLIP / 3 MONTHS BANK STATEMENT / EPF / EA INCOME TAX 2022  COMPANY : DIRECTOR IC / DIRECTOR DRIVE LESEN / COMPANY SSM / 6 MONTHS COMPANY BANK STATEMENT/ INCOME TAX 2022"
8/21/2023,2018 BMW X2 1.5 M-Sport 5yrs Warranty Unlimited Mileage,Dealer,173800,BMW,X2,sDrive20i M Sport,Recond,2018,Automatic,2.0L,SUV,Selangor,5 Years Warranty,"15,000 - 19,999 km",Metallic,White,"2018 BMW X2 1.5 M-Sport 5yrs Warranty Unlimited Mileage  Warranty All Major Parts  5 Years Warranty  5 Years Unlimited Mileage / Claim  Open Service / Open Workshop  .  ASSALAMUALAIKUM & SALAM HORMAT  .  #PROMOTION  Model: BMW X2 M-Sport 18i S-Drive (F39)  Year: 2018 (unregistered)  Comes with 5 Years Warranty (Unlimited Mileage)  Promo Price: RM 173,800.00  Contact:    Show Phone Number   .  #ENGINE  1.5L / 3-Cylinder in-line BMW TwinPower Turbo  6 Speed Automatic Sport Transmission  138hp & 220Nm Torque  Front Wheel Drive  0 - 100kmh in 9.6 sec  205kmh Top Speed  Fuel Consumption 5.6L/100km  Contact:    Show Phone Number   .  #SPECIFICATION  Full Spec  M-Sport Steering Wheel  Head-Up Display (H.U.D)  LED Headlights  LED DayTime Running Light  Ambient Interior Lighting  Full Leather Multifunction Steering Wheel  Keyless Entry  Push Start Button  Automatic Start/Stop  Digital Aircondition  Auto Climate Control with Dual Temp Zones  Adaptive Damping Control  Dynamic stability control (DSC)  Dynamic Traction control system (DTC)  Electronic Differential Lock Control (EDLC)  Active Cruise Control with Stop & Go  I-Drive 6  Full Leather Semi Bucket Seat  Power Boot  470 / 1,355 Liter Boot Space  19"" Inch Original M-Sport Rim  ============================================  TRADE-IN AVAILABLE (ALL MODEL)  AUDI BMW MERCEDES BENZ VOLKSWAGEN VOLVO PEUGEOT MINI  TOYOTA HONDA MAZDA NISSAN FORD PROTON PERODUA  ============================================  Original Paint  Original Mileage  Perfect Car Condition  Guarantee Worth To Buy  Genuine & Trusted AP Holder  Certified PEKEMA Member  Our AP Accepted By Any Bank  High Loan with Low Interest Rate  High Trade in Value  100% Follow Procedure  .  #FREE  Full Service before Delivery  Interior & Exterior Cleaning  Polish & Wax  Anti Rust  5 Years Warranty Provided (open workshop)  .  Contact:    Show Phone Number   .  Best Price In The Market  Fast Loan Approval  Lowest Interest Rate  Max 9 Years Conventional / Islamic Loan  ---------------------------------------------------------------------  YouTube: CarWan  TikTok: CarWan  FB Page: Carwan Automart  Call / Whatsapp:    Show Phone Number   ---------------------------------------------------------------------  View To Believe  Welcome To Our Showroom  Open 7 days a week  Kindly Call For Appointment  Customer 24seven HOTLINE  Ridzuan:    Show Phone Number   Ridzuan:    Show Phone Number"
